GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
0500000US34009,34009,"Cape May County, New Jersey",38895,2016,32692,2020,213,162,29172,1980,935,335,191,141,1350,611,4853,781
0500000US34011,34011,"Cumberland County, New Jersey",50787,1533,37296,1944,326,472,31271,2323,3334,845,567,388,2742,959,10749,1858
0500000US34013,34013,"Essex County, New Jersey",280734,2584,222597,4208,1107,472,189566,4587,8181,1079,9651,1427,8009,1462,50128,3415
0500000US34015,34015,"Gloucester County, New Jersey",105436,1724,92956,2110,332,291,84868,2214,3698,1019,528,371,1755,723,10725,1478
0500000US34017,34017,"Hudson County, New Jersey",253321,2976,210930,3305,469,308,184414,3508,9243,1264,1550,628,8500,1832,33891,2276
0500000US34019,34019,"Hunterdon County, New Jersey",47195,1182,42908,1330,518,393,37660,1713,2291,582,435,286,658,385,3629,861
0500000US34021,34021,"Mercer County, New Jersey",128332,2175,101808,2934,282,307,89435,2813,4049,1229,431,210,6602,1479,19922,2076
0500000US34023,34023,"Middlesex County, New Jersey",283661,3081,234009,3684,484,274,201873,4371,10362,1601,1779,785,23350,2396,26302,2576
0500000US34025,34025,"Monmouth County, New Jersey",230769,3025,204130,3714,849,392,185493,3885,8367,1482,969,457,5447,1413,21192,2301
0500000US34027,34027,"Morris County, New Jersey",181059,1858,165891,2644,693,499,149159,3097,5757,1100,1582,548,2822,913,12346,1763
0500000US34029,34029,"Ocean County, New Jersey",224308,3641,182699,4252,1360,565,162149,4427,7952,1441,2165,758,4407,1202,37202,2946
0500000US34031,34031,"Passaic County, New Jersey",163868,2066,128839,2829,697,357,111034,2857,6889,1259,751,339,4316,937,30713,2179
0500000US34033,34033,"Salem County, New Jersey",24195,963,17837,1136,192,111,14928,983,725,291,409,267,931,389,5427,931
0500000US34035,34035,"Somerset County, New Jersey",116169,2032,105462,2199,185,233,96028,2476,4296,924,452,325,2540,887,8167,1177
0500000US34037,34037,"Sussex County, New Jersey",51978,1940,46044,1735,454,316,39165,1867,3520,904,468,338,1592,644,4342,762
0500000US34039,34039,"Union County, New Jersey",187922,1953,156470,3115,908,434,138619,3194,6944,1462,1811,663,6348,1340,25104,2588
0500000US34041,34041,"Warren County, New Jersey",40512,1219,35710,1420,140,124,30390,1636,3005,731,527,285,550,270,4252,961
0500000US35001,35001,"Bernalillo County, New Mexico",262328,2956,211907,3939,1510,586,168345,4556,20222,2262,2828,1010,7831,1634,42590,2746
0500000US35005,35005,"Chaves County, New Mexico",22516,1187,15432,1239,80,98,10679,1302,2293,653,591,381,710,402,6374,1204
0500000US35013,35013,"Doña Ana County, New Mexico",75759,2038,54323,2423,287,253,42959,2490,5112,914,805,482,2792,1028,18644,2284
0500000US35025,35025,"Lea County, New Mexico",20793,1247,15891,1253,37,59,10055,1090,1165,357,55,76,414,330,4488,898
0500000US35031,35031,"McKinley County, New Mexico",20061,676,10082,1015,179,196,5076,814,1267,507,37,28,588,281,9391,964
0500000US35035,35035,"Otero County, New Mexico",22384,1623,18332,1753,315,195,14254,1771,2153,577,338,264,174,164,3878,905
0500000US35043,35043,"Sandoval County, New Mexico",49821,1240,40495,1618,219,138,33336,1733,4384,972,493,408,1351,657,7975,1228
0500000US35045,35045,"San Juan County, New Mexico",43093,976,26838,1366,208,162,20465,1376,3057,659,750,471,1834,617,14421,1278
0500000US35049,35049,"Santa Fe County, New Mexico",60096,1582,47080,1951,211,164,36796,1765,5806,1101,888,348,1779,673,11237,1531
0500000US35061,35061,"Valencia County, New Mexico",26575,1081,17733,1339,150,133,12652,1292,1766,633,654,437,1295,628,7547,1216
0500000US36001,36001,"Albany County, New York",125329,2110,105292,2432,280,167,91900,2829,3112,834,1423,655,4243,1020,15794,1880
0500000US36005,36005,"Bronx County, New York",498539,3078,368097,5490,1028,455,296524,6035,24112,2753,11805,2050,24228,2657,106214,4409
0500000US36007,36007,"Broome County, New York",76957,2045,62966,2209,335,226,54138,2262,2314,676,450,314,2553,679,11438,1542
0500000US36009,36009,"Cattaraugus County, New York",31409,1137,23062,1300,291,170,14978,1156,4170,607,543,217,1295,543,7052,798
0500000US36011,36011,"Cayuga County, New York",30966,1110,24804,1347,368,219,16838,1238,2416,452,454,279,564,282,5598,862
0500000US36013,36013,"Chautauqua County, New York",51705,1835,39093,1793,503,214,30649,1760,2964,563,857,486,2237,827,10375,1218
0500000US36015,36015,"Chemung County, New York",34418,1411,27109,1736,188,191,22275,1747,2227,514,322,184,1899,715,5410,1002
0500000US36019,36019,"Clinton County, New York",30624,1203,24142,1461,67,96,19708,1463,2717,758,125,107,1491,646,4991,925
0500000US36027,36027,"Dutchess County, New York",108200,2382,95319,2842,405,280,86444,2849,4465,1044,904,364,2781,951,10100,1503
0500000US36029,36029,"Erie County, New York",380473,3446,309008,3930,1438,466,260258,3824,14880,1623,5229,1108,10698,1573,60767,3542
0500000US36045,36045,"Jefferson County, New York",41415,1556,34443,1687,120,138,28145,1775,2405,575,234,130,838,331,6134,1020
0500000US36047,36047,"Kings County, New York",941871,4738,751605,7603,5020,1139,642247,7522,32321,2403,7915,1561,23409,2418,166857,6139
0500000US36051,36051,"Livingston County, New York",23904,915,19981,1149,152,136,16463,1211,1635,437,461,270,835,439,3088,741
0500000US36053,36053,"Madison County, New York",25612,1346,20300,1425,43,45,16551,1398,1254,411,176,112,742,341,4570,822
0500000US36055,36055,"Monroe County, New York",299224,3017,251103,4334,1491,522,216657,4775,9487,1543,2391,765,7403,1196,40718,2830
0500000US36059,36059,"Nassau County, New York",440785,2860,398481,3990,1345,436,358816,4643,14780,1858,2886,817,5743,1215,36561,2484
0500000US36061,36061,"New York County, New York",748293,8650,626536,10760,1727,636,564154,11174,17335,2207,5229,1466,22793,3660,98964,6187
0500000US36063,36063,"Niagara County, New York",86786,2310,67672,2283,823,473,56117,2300,4959,935,657,350,2631,926,16483,1743
0500000US36065,36065,"Oneida County, New York",87929,2138,70158,2340,356,213,58162,2125,3319,748,714,362,3699,1023,14072,1585
0500000US36067,36067,"Onondaga County, New York",182984,3063,142539,3392,656,357,125513,3544,5734,925,1587,546,10879,1832,29566,2708
0500000US36069,36069,"Ontario County, New York",45187,1314,38502,1341,268,170,32162,1783,2462,840,177,147,1473,539,5212,930
0500000US36071,36071,"Orange County, New York",124365,2193,96539,2832,309,225,87259,3038,4417,960,1072,597,6892,1468,20934,2158
0500000US36075,36075,"Oswego County, New York",44633,1313,38036,1593,344,227,31993,1787,2505,607,512,305,734,341,5863,845
0500000US36079,36079,"Putnam County, New York",34762,1247,32485,1340,0,192,28787,1383,679,259,257,208,680,387,1597,520
0500000US36081,36081,"Queens County, New York",761819,5689,623658,7166,1542,465,538916,7971,22844,1735,9237,1418,17343,2299,120818,4979
0500000US36083,36083,"Rensselaer County, New York",62816,1588,53324,1787,205,159,45364,1906,2634,745,267,179,1304,598,8188,1106
0500000US36085,36085,"Richmond County, New York",164289,2449,131612,3465,1411,687,116581,3612,6315,1210,5630,1583,5597,1390,27080,3020
0500000US36087,36087,"Rockland County, New York",99257,1652,78900,2341,333,199,71384,2389,2781,575,823,384,2407,956,17950,2002
0500000US36089,36089,"St. Lawrence County, New York",40479,1519,32877,1655,270,156,26587,1557,2022,554,471,243,919,401,6683,973
0500000US36091,36091,"Saratoga County, New York",93703,1741,82151,2258,178,166,71651,2561,2869,704,1234,534,2880,913,8672,1423
0500000US36093,36093,"Schenectady County, New York",48720,1926,41690,2153,195,164,37787,2027,1201,420,297,249,1385,530,5645,924
0500000US36101,36101,"Steuben County, New York",38458,1164,30836,1189,271,130,23866,1203,2617,492,738,292,1270,551,6352,794
0500000US36103,36103,"Suffolk County, New York",474311,4927,411848,5050,1831,552,368210,5191,16408,2068,17916,2339,16722,2594,45741,3162
0500000US36105,36105,"Sullivan County, New York",25031,1701,19825,1678,263,234,16836,1697,979,430,36,40,1011,705,4195,946
0500000US36109,36109,"Tompkins County, New York",37683,1516,33063,1638,27,47,29782,1840,1496,454,332,209,1773,708,2847,695
0500000US36111,36111,"Ulster County, New York",68298,2281,58970,2558,358,218,52112,2526,2508,824,532,317,1688,649,7640,1457
0500000US36113,36113,"Warren County, New York",28841,1133,23606,1444,423,206,20945,1286,1084,391,318,299,746,379,4489,1016
0500000US36117,36117,"Wayne County, New York",37496,901,31476,1228,650,356,25550,1273,2455,653,494,331,838,364,5182,1040
0500000US36119,36119,"Westchester County, New York",342216,2884,294729,4043,983,371,265064,4073,10408,1568,5744,1438,10058,1821,37429,2710
0500000US37001,37001,"Alamance County, North Carolina",64369,1213,50590,2074,193,153,40914,2167,4055,858,375,214,2068,803,11711,1529
0500000US37019,37019,"Brunswick County, North Carolina",54331,2247,44670,2637,345,215,35381,1966,2466,1201,636,502,1342,683,8319,1435
0500000US37021,37021,"Buncombe County, North Carolina",103127,2304,82656,3327,292,227,66267,3396,4441,879,726,385,3966,1200,16505,1970
0500000US37023,37023,"Burke County, North Carolina",35211,1403,25300,1794,337,269,18743,1638,3381,837,33,58,556,378,9355,1326
0500000US37025,37025,"Cabarrus County, North Carolina",70438,1600,62833,2229,247,187,54314,2350,4857,1021,131,187,1430,717,6175,1287
0500000US37027,37027,"Caldwell County, North Carolina",32911,1167,24549,1693,113,87,19526,1437,1513,543,131,205,1005,506,7357,1327
0500000US37031,37031,"Carteret County, North Carolina",27506,1324,21988,1440,40,54,18902,1356,1738,580,544,461,955,461,4563,859
0500000US37035,37035,"Catawba County, North Carolina",61618,1514,50554,2026,188,166,40166,1977,3512,734,861,590,1065,490,9999,1363
0500000US37037,37037,"Chatham County, North Carolina",28568,986,23942,1220,193,232,19741,1415,2648,783,509,321,704,435,3922,990
0500000US37045,37045,"Cleveland County, North Carolina",36405,1576,24067,1757,77,99,18189,1676,2423,741,1012,585,1710,650,10628,1391
0500000US37049,37049,"Craven County, North Carolina",40297,1433,33811,1869,181,175,28603,1863,2792,877,444,229,602,365,5884,1292
0500000US37051,37051,"Cumberland County, North Carolina",124014,2304,102496,3012,517,329,85121,3107,5106,1071,373,229,3497,811,18021,1744
0500000US37057,37057,"Davidson County, North Carolina",62695,2000,51345,2350,91,122,43436,2569,2622,740,530,371,582,321,10768,1727
0500000US37063,37063,"Durham County, North Carolina",123697,1908,105046,3146,265,166,89445,3398,6411,1616,1126,584,3107,1325,15544,2002
0500000US37067,37067,"Forsyth County, North Carolina",146219,2576,118726,2986,718,359,100547,3035,6860,979,718,452,3128,919,24365,2421
0500000US37071,37071,"Gaston County, North Carolina",82982,1245,66906,1829,456,318,54887,1865,7485,1237,1132,549,2512,807,13564,1433
0500000US37081,37081,"Guilford County, North Carolina",201520,3172,147349,3829,773,305,125683,3801,7671,1289,1729,598,20757,2915,33414,2828
0500000US37085,37085,"Harnett County, North Carolina",43960,1230,34518,1522,135,160,29153,1599,2508,434,400,212,1602,644,7840,1036
0500000US37089,37089,"Henderson County, North Carolina",47791,1641,38627,1727,263,222,30613,1896,3009,627,447,311,1961,921,7203,1079
0500000US37097,37097,"Iredell County, North Carolina",65037,1312,51802,1832,356,212,40640,1989,7660,1340,470,236,3474,1029,9761,1205
0500000US37101,37101,"Johnston County, North Carolina",66254,1768,49863,2711,783,588,41946,2393,3333,898,1323,903,3372,1269,13019,1928
0500000US37109,37109,"Lincoln County, North Carolina",31588,1071,25218,1396,77,92,21922,1753,2321,753,443,303,1012,535,5358,901
0500000US37119,37119,"Mecklenburg County, North Carolina",399504,3382,348893,4199,955,412,306039,4784,18611,2000,4324,912,8016,1346,42595,3355
0500000US37125,37125,"Moore County, North Carolina",38786,1543,32290,1561,356,257,26157,1809,3773,971,187,206,428,203,6068,1028
0500000US37127,37127,"Nash County, North Carolina",35409,1755,26085,2335,301,274,20549,2202,2537,829,466,358,1182,703,8142,1504
0500000US37129,37129,"New Hanover County, North Carolina",92808,2055,76818,2525,339,329,68500,2810,2763,699,478,252,3502,1236,12488,1956
0500000US37133,37133,"Onslow County, North Carolina",61766,2212,53052,2843,150,175,45715,2696,3903,1087,587,452,1504,738,7210,1741
0500000US37135,37135,"Orange County, North Carolina",50203,1789,43354,2037,211,197,38765,2027,2297,653,236,203,2379,795,4470,1103
0500000US37147,37147,"Pitt County, North Carolina",70019,1853,58198,2391,82,110,43506,2255,3736,1000,168,147,1558,714,10263,1639
0500000US37151,37151,"Randolph County, North Carolina",56793,1278,43497,1991,26,36,36317,2072,2383,686,444,338,927,521,12369,1621
0500000US37155,37155,"Robeson County, North Carolina",45123,984,24537,1373,119,138,17810,1284,3121,690,816,291,1139,384,19447,1349
0500000US37157,37157,"Rockingham County, North Carolina",38163,1477,24365,1855,104,124,18631,1711,1003,423,388,284,3382,1021,10416,1524
0500000US37159,37159,"Rowan County, North Carolina",50138,2034,38727,1934,162,132,31297,2173,2670,780,635,363,1434,524,9977,1711
0500000US37161,37161,"Rutherford County, North Carolina",26982,1319,17903,1395,77,123,11688,1395,3401,1016,1364,790,1890,648,7189,1243
0500000US37171,37171,"Surry County, North Carolina",28261,1086,17059,1198,169,178,13778,1261,1649,508,310,233,4515,1039,6687,905
0500000US37179,37179,"Union County, North Carolina",74763,1121,68036,1511,227,193,56862,2074,5520,860,420,229,615,270,6112,953
0500000US37183,37183,"Wake County, North Carolina",387771,4888,354971,4958,1340,671,324998,5124,23296,2722,3247,993,9026,1765,23774,2525
0500000US37191,37191,"Wayne County, North Carolina",47240,1353,36848,1797,149,152,29202,1855,2001,669,470,308,70,116,10322,1348
0500000US37193,37193,"Wilkes County, North Carolina",28771,1344,21648,1512,201,180,17465,1445,1655,509,0,203,646,414,6477,1318
0500000US37195,37195,"Wilson County, North Carolina",30897,1331,22528,1529,101,104,19067,1538,1099,458,0,203,677,324,7692,1193
0500000US38015,38015,"Burleigh County, North Dakota",39075,1081,32775,1492,0,155,29658,1559,1251,460,340,243,1057,471,5243,1238
0500000US38017,38017,"Cass County, North Dakota",76206,1441,66236,2055,186,199,55746,2198,3989,1099,350,332,2870,1105,7100,1318
0500000US38035,38035,"Grand Forks County, North Dakota",30045,1069,24304,1479,76,120,20829,1544,1676,494,167,150,1898,886,3843,936
0500000US38101,38101,"Ward County, North Dakota",27803,1490,24965,1670,84,74,23161,1747,1112,480,103,111,980,602,1858,709
0500000US39003,39003,"Allen County, Ohio",39982,1213,31279,1457,358,231,25372,1374,2718,753,314,180,1664,691,7039,1155
0500000US39007,39007,"Ashtabula County, Ohio",38728,1250,29280,1578,214,172,24156,1703,2200,662,219,169,887,500,8561,1099
0500000US39009,39009,"Athens County, Ohio",21732,1142,16600,1264,91,117,12226,1073,1434,650,432,292,1421,628,3711,696
0500000US39013,39013,"Belmont County, Ohio",27240,929,20143,1173,113,115,15672,1160,1581,482,144,142,547,381,6550,984
0500000US39017,39017,"Butler County, Ohio",137314,2256,118599,2750,566,335,103120,3078,8014,1600,878,393,3429,973,15286,1900
0500000US39023,39023,"Clark County, Ohio",54548,1391,43894,1548,136,102,34839,1750,3045,593,368,219,1574,625,9080,1073
0500000US39025,39025,"Clermont County, Ohio",77925,1403,65270,2017,690,379,56502,2114,3976,923,168,167,1930,661,10725,1498
0500000US39029,39029,"Columbiana County, Ohio",41469,1478,31617,1586,188,193,24006,1671,3490,962,170,181,1890,698,7962,1129
0500000US39035,39035,"Cuyahoga County, Ohio",534355,4530,417861,6303,2010,417,353526,6040,25706,1896,4272,776,13724,1703,102770,4278
0500000US39041,39041,"Delaware County, Ohio",68617,1091,64041,1433,67,116,57979,1585,3839,890,467,266,979,435,3597,812
0500000US39043,39043,"Erie County, Ohio",30682,1432,25120,1529,75,128,22090,1630,1181,555,271,245,604,297,4958,1200
0500000US39045,39045,"Fairfield County, Ohio",55614,1284,47927,1747,284,226,39846,1995,4184,992,318,228,1775,667,5912,1018
0500000US39049,39049,"Franklin County, Ohio",502932,4081,437475,5252,915,410,381748,5853,18135,2109,3097,777,8813,1530,56644,3847
0500000US39055,39055,"Geauga County, Ohio",35519,658,28636,1255,174,148,25844,1218,1305,467,200,189,546,339,6337,1017
0500000US39057,39057,"Greene County, Ohio",63908,1457,55187,1866,44,76,46900,1901,3482,824,570,337,2377,779,6344,1042
0500000US39061,39061,"Hamilton County, Ohio",335907,3583,276629,4537,1982,684,234301,4504,13808,1499,1796,617,8041,1463,51237,2865
0500000US39063,39063,"Hancock County, Ohio",31693,936,26789,1259,340,365,22370,1340,1983,615,136,144,969,407,3935,761
0500000US39081,39081,"Jefferson County, Ohio",26971,1186,19925,1238,0,189,15920,1188,1694,547,234,168,593,245,6453,863
0500000US39085,39085,"Lake County, Ohio",96325,1424,83809,2182,315,311,74940,2399,4958,1022,608,309,1371,656,11145,1493
0500000US39089,39089,"Licking County, Ohio",62898,1554,52620,2021,359,277,43889,2076,2858,1001,260,188,1613,691,8665,1109
0500000US39093,39093,"Lorain County, Ohio",117871,2165,98730,2731,456,252,83466,2554,9212,1526,1308,629,2829,793,16312,1856
0500000US39095,39095,"Lucas County, Ohio",180217,2346,148658,3096,467,265,119874,3473,5901,1101,1289,435,4799,1152,26760,2392
0500000US39099,39099,"Mahoning County, Ohio",96998,2259,78156,2278,443,352,63788,2661,4834,839,658,320,1757,663,17085,1459
0500000US39101,39101,"Marion County, Ohio",25114,1713,18547,1764,173,169,13876,1510,2040,726,328,258,635,398,5932,1187
0500000US39103,39103,"Medina County, Ohio",67812,1365,59819,1816,292,244,54229,1950,3596,995,306,217,1504,702,6489,1337
0500000US39109,39109,"Miami County, Ohio",41313,1173,34854,1395,179,167,28086,1541,2477,702,559,401,1090,547,5369,945
0500000US39113,39113,"Montgomery County, Ohio",223131,3179,184067,3679,1029,426,153560,3578,10761,1738,1570,616,5623,1259,33441,2366
0500000US39119,39119,"Muskingum County, Ohio",34169,1315,24828,1790,308,289,20285,1869,1560,469,245,158,1192,626,8149,1326
0500000US39133,39133,"Portage County, Ohio",62468,1678,49343,2144,118,122,44526,2183,2837,753,295,227,3013,1015,10112,1584
0500000US39139,39139,"Richland County, Ohio",48437,1420,35807,1843,138,156,29352,1875,2243,581,357,275,1256,570,11374,1324
0500000US39141,39141,"Ross County, Ohio",28710,1156,21127,1438,0,189,16897,1521,1025,473,246,193,1672,797,5911,1023
0500000US39145,39145,"Scioto County, Ohio",29904,1206,21223,1500,1318,483,16717,1295,1883,569,3176,999,1124,535,7557,1179
0500000US39151,39151,"Stark County, Ohio",152129,1952,126821,2550,1216,465,104558,3149,6921,987,1118,387,2484,678,22824,2081
0500000US39153,39153,"Summit County, Ohio",222202,2934,177880,3557,2562,975,147521,3651,10946,1436,1124,453,5754,1458,38568,3166
0500000US39155,39155,"Trumbull County, Ohio",85799,1744,65860,2300,389,232,52282,2297,3870,770,810,373,2238,814,17701,1635
0500000US39157,39157,"Tuscarawas County, Ohio",34968,1304,26354,1560,329,224,20346,1456,2688,757,219,186,1225,542,7389,931
0500000US39165,39165,"Warren County, Ohio",82404,1178,74380,1569,93,107,64339,2054,5835,1237,930,614,1381,589,6643,1390
0500000US39169,39169,"Wayne County, Ohio",43277,1009,35377,1237,222,152,28821,1265,1621,495,221,166,782,370,7118,942
0500000US39173,39173,"Wood County, Ohio",50175,1221,42802,1657,357,234,34894,1881,5221,983,971,389,1297,583,6076,1203
0500000US40017,40017,"Canadian County, Oklahoma",44235,1000,36867,1352,57,70,28923,1326,3466,784,721,376,704,364,6664,1171
0500000US40027,40027,"Cleveland County, Oklahoma",105102,2170,91728,2667,394,254,74637,3073,6908,1177,1192,556,2823,926,10551,1675
0500000US40031,40031,"Comanche County, Oklahoma",42986,1636,36963,1872,51,89,26615,1836,3126,680,312,231,655,373,5368,1059
0500000US40037,40037,"Creek County, Oklahoma",25658,635,19903,923,141,97,13095,837,2057,522,605,222,450,246,5305,675
0500000US40101,40101,"Muskogee County, Oklahoma",26000,853,18456,949,180,187,11515,956,3119,629,364,207,1872,476,5672,746
0500000US40109,40109,"Oklahoma County, Oklahoma",300690,3262,248179,4488,528,262,195523,4441,11284,1097,3171,977,6988,1271,45523,2895
0500000US40119,40119,"Payne County, Oklahoma",30657,1115,25281,1597,12,21,17823,1464,2451,672,2050,874,1136,446,4240,1008
0500000US40125,40125,"Pottawatomie County, Oklahoma",25547,769,17555,1003,41,70,11296,1016,1688,383,316,188,2498,525,5494,703
0500000US40131,40131,"Rogers County, Oklahoma",34130,645,27673,904,196,137,18114,947,4167,590,1487,425,681,269,5776,717
0500000US40143,40143,"Tulsa County, Oklahoma",254473,1476,213445,2479,897,355,172248,2465,13591,1391,2582,682,5113,957,35915,2309
0500000US40145,40145,"Wagoner County, Oklahoma",28289,618,24740,768,116,116,18614,885,1957,372,438,223,554,238,2995,629
0500000US41003,41003,"Benton County, Oregon",34543,1077,31262,1362,92,109,27949,1369,1202,452,132,152,928,564,2353,749
0500000US41005,41005,"Clackamas County, Oregon",154070,1986,138574,2604,770,491,120249,2870,8136,1258,436,248,3526,900,11970,1628
0500000US41017,41017,"Deschutes County, Oregon",71262,1966,61858,2640,910,587,50382,2734,7832,1477,605,378,1455,808,7949,1622
0500000US41019,41019,"Douglas County, Oregon",43818,1380,35902,1626,445,267,26527,1793,4015,749,727,613,1152,546,6764,1102
0500000US41029,41029,"Jackson County, Oregon",86745,1916,74283,2439,556,324,60818,2808,6547,1348,659,441,2682,860,9780,1363
0500000US41033,41033,"Josephine County, Oregon",35439,1093,27853,1743,139,108,19666,1659,4953,1311,269,254,1504,641,6082,1201
0500000US41035,41035,"Klamath County, Oregon",26359,1213,20254,1410,174,169,15099,1497,2603,691,440,345,495,328,5610,1003
0500000US41039,41039,"Lane County, Oregon",147712,2024,124483,2498,764,355,103063,2762,11001,1303,808,420,6923,1664,16306,1745
0500000US41043,41043,"Linn County, Oregon",46645,1122,37908,1623,341,248,30490,1679,4387,1007,304,223,1326,551,7411,1304
0500000US41047,41047,"Marion County, Oregon",116787,1920,97700,2710,700,375,80223,3557,8853,1668,1729,793,2892,781,16195,2150
0500000US41051,41051,"Multnomah County, Oregon",320476,3269,280904,3701,1276,569,244099,4617,12001,1675,1690,556,8738,1562,30834,2502
0500000US41053,41053,"Polk County, Oregon",29291,891,25366,1094,410,404,18410,1337,3922,941,872,603,758,411,3167,825
0500000US41059,41059,"Umatilla County, Oregon",25900,1064,20707,1270,34,42,13519,1283,2742,675,311,242,498,282,4695,1026
0500000US41067,41067,"Washington County, Oregon",213820,2466,194364,3119,1138,609,172227,3390,9702,1580,1503,571,4899,1218,14557,2099
0500000US41071,41071,"Yamhill County, Oregon",35832,1053,29586,1632,371,286,21218,1434,3315,821,579,353,1183,551,5063,1404
0500000US42001,42001,"Adams County, Pennsylvania",38125,1120,30814,1243,331,208,24748,1470,2010,549,352,225,724,305,6587,869
0500000US42003,42003,"Allegheny County, Pennsylvania",528892,4428,442602,5083,2050,501,391437,5599,13156,1598,2412,593,10397,1185,75893,3505
0500000US42005,42005,"Armstrong County, Pennsylvania",26105,1046,18744,1057,192,109,15643,1057,1477,361,295,217,1169,528,6192,811
0500000US42007,42007,"Beaver County, Pennsylvania",68811,1590,53996,1816,589,301,46362,2030,2672,534,406,253,1274,445,13541,1600
0500000US42011,42011,"Berks County, Pennsylvania",150402,2168,126313,2489,961,375,107548,2687,5019,895,627,320,2205,600,21884,1944
0500000US42013,42013,"Blair County, Pennsylvania",51154,1222,38450,1761,142,140,32378,1628,2811,639,299,211,1298,443,11406,1198
0500000US42017,42017,"Bucks County, Pennsylvania",234126,2116,205551,2744,823,356,188585,2940,5572,1028,16909,2267,4062,1043,24513,2091
0500000US42019,42019,"Butler County, Pennsylvania",75472,1271,64723,1593,644,290,56562,1847,2337,584,484,309,1353,402,9396,1256
0500000US42021,42021,"Cambria County, Pennsylvania",56443,1390,42295,1720,322,175,35797,1585,2685,508,353,201,1040,408,13108,1257
0500000US42025,42025,"Carbon County, Pennsylvania",25986,1507,20974,1548,116,142,18647,1408,366,250,15,26,569,400,4443,850
0500000US42027,42027,"Centre County, Pennsylvania",57410,1622,49363,2005,195,195,42154,2097,2731,953,547,292,2940,835,5107,918
0500000US42029,42029,"Chester County, Pennsylvania",187188,1987,163366,2593,696,326,149287,3217,3921,1023,1286,479,5646,1308,18176,1830
0500000US42033,42033,"Clearfield County, Pennsylvania",29061,1313,21243,1320,371,226,16561,1332,2420,477,417,207,766,424,7052,1016
0500000US42037,42037,"Columbia County, Pennsylvania",26531,784,20748,1058,172,107,16158,1091,1627,398,252,190,571,345,5212,792
0500000US42039,42039,"Crawford County, Pennsylvania",33955,1132,26532,1216,323,138,21195,1284,2046,438,392,200,769,270,6654,754
0500000US42041,42041,"Cumberland County, Pennsylvania",96906,1668,82176,2167,662,316,71847,2434,2450,759,367,240,1879,774,12851,1342
0500000US42043,42043,"Dauphin County, Pennsylvania",111260,2194,93236,2519,245,145,77500,2566,5696,1403,696,467,2762,736,15262,1639
0500000US42045,42045,"Delaware County, Pennsylvania",205188,2111,176315,2890,844,384,154706,3129,5194,1110,2981,822,4762,1059,24111,2187
0500000US42049,42049,"Erie County, Pennsylvania",109705,1868,87215,2689,852,418,71576,3124,4262,794,740,315,2189,694,20301,1822
0500000US42051,42051,"Fayette County, Pennsylvania",53662,1759,40127,2134,202,191,32465,2057,1918,582,454,227,1346,608,12189,1516
0500000US42055,42055,"Franklin County, Pennsylvania",60492,1081,47815,2092,656,371,38512,2061,1885,615,799,441,1044,472,11633,1709
0500000US42063,42063,"Indiana County, Pennsylvania",34786,955,25179,1136,319,196,17724,1279,2521,488,229,147,913,429,8694,952
0500000US42069,42069,"Lackawanna County, Pennsylvania",86203,1844,65423,2272,509,240,56018,2392,3018,720,678,345,2534,737,18246,1643
0500000US42071,42071,"Lancaster County, Pennsylvania",196807,2063,155720,3130,1156,408,132921,3494,7181,1078,2045,709,10610,1882,30477,2219
0500000US42073,42073,"Lawrence County, Pennsylvania",35861,921,27142,1223,250,173,21306,1284,1923,497,382,248,588,306,8131,938
0500000US42075,42075,"Lebanon County, Pennsylvania",51143,1532,41836,1649,303,247,34316,1661,3410,874,597,415,1136,518,8171,1151
0500000US42077,42077,"Lehigh County, Pennsylvania",139199,1278,114813,2398,1108,411,98916,2763,5266,1307,949,526,4554,1109,19832,2134
0500000US42079,42079,"Luzerne County, Pennsylvania",124118,2369,92999,2967,878,280,76172,2844,6340,986,2095,765,3044,798,28075,2102
0500000US42081,42081,"Lycoming County, Pennsylvania",45525,1417,36323,1490,378,209,30148,1553,2465,573,420,203,1971,790,7231,995
0500000US42085,42085,"Mercer County, Pennsylvania",45630,1336,37155,1322,569,256,30978,1452,2036,615,314,217,758,297,7717,805
0500000US42089,42089,"Monroe County, Pennsylvania",57284,2360,47716,2438,768,557,40298,2596,2599,892,569,383,1083,596,8485,1587
0500000US42091,42091,"Montgomery County, Pennsylvania",312447,2361,277926,2791,1101,438,254948,3356,7068,961,11516,1986,5759,1085,28762,2135
0500000US42095,42095,"Northampton County, Pennsylvania",111760,1913,93571,2259,836,353,79388,2628,5920,1206,804,417,2491,625,15698,1792
0500000US42097,42097,"Northumberland County, Pennsylvania",38098,1272,27061,1643,218,166,21867,1604,1885,484,821,378,1038,472,9999,1487
0500000US42101,42101,"Philadelphia County, Pennsylvania",580205,5087,432637,6530,1842,573,351878,7003,24727,2554,7366,1432,20309,2007,127259,5016
0500000US42107,42107,"Schuylkill County, Pennsylvania",58149,1566,43793,1717,326,172,37001,1643,2552,662,258,186,1040,406,13316,1335
0500000US42111,42111,"Somerset County, Pennsylvania",29189,1127,21017,1168,167,83,15945,1124,2028,402,268,172,465,190,7707,784
