GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0500000US42111,42111,"Somerset County, Pennsylvania",29189,1127,(X),(X),22810,1144,78.1,2.1,19608,1179,67.2,2.8,3529,632,12.1,2.2,16274,1258,55.8,3.1,1689,485,5.8,1.7,13941,1174,47.8,3.3,503,245,1.7,0.8,780,314,2.7,1.1,55,70,0.2,0.2,6379,644,21.9,2.1,21017,1168,72.0,2.7,167,83,0.6,0.3,20850,1172,71.4,2.7,14679,1175,50.3,3.0,3078,613,10.5,2.1,15945,1124,54.6,3.0,2028,402,6.9,1.3,8172,818,28.0,2.7,5468,822,(X),(X),19,34,0.3,0.6,2307,485,42.2,6.6,3142,610,57.5,6.6,16742,1198,(X),(X),75,62,0.4,0.4,12191,1091,72.8,3.4,4476,622,26.7,3.4,6979,699,(X),(X),73,63,1.0,0.9,6352,684,91.0,2.6,554,172,7.9,2.4
0500000US42125,42125,"Washington County, Pennsylvania",83117,1697,(X),(X),71916,1737,86.5,1.5,61331,2205,73.8,2.3,7759,1056,9.3,1.3,59782,1980,71.9,1.8,5667,1235,6.8,1.5,46206,2002,55.6,2.1,1047,393,1.3,0.5,966,383,1.2,0.5,0,174,0.0,0.1,11201,1275,13.5,1.5,69513,1776,83.6,1.6,278,187,0.3,0.2,69235,1786,83.3,1.7,57310,1944,69.0,1.9,9764,1535,11.7,1.8,56712,2141,68.2,2.3,3782,684,4.6,0.8,13604,1439,16.4,1.6,12100,1436,(X),(X),82,60,0.7,0.5,7150,1153,59.1,6.4,4868,966,40.2,6.4,39207,2059,(X),(X),60,51,0.2,0.1,31849,2176,81.2,2.7,7298,1050,18.6,2.7,31810,2174,(X),(X),136,163,0.4,0.5,30236,2144,95.1,1.6,1438,482,4.5,1.5
0500000US42129,42129,"Westmoreland County, Pennsylvania",148238,2416,(X),(X),127155,2531,85.8,1.2,112988,2616,76.2,1.6,18764,1670,12.7,1.1,97460,2494,65.7,1.5,7430,1176,5.0,0.8,79523,2388,53.6,1.7,2925,712,2.0,0.5,3575,706,2.4,0.5,0,174,0.0,0.1,21083,1935,14.2,1.2,119105,2426,80.3,1.5,914,355,0.6,0.2,118191,2413,79.7,1.5,90732,2295,61.2,1.6,13788,1720,9.3,1.1,100527,2484,67.8,1.5,5302,880,3.6,0.6,29133,2426,19.7,1.5,23351,1790,(X),(X),251,203,1.1,0.9,10963,1306,46.9,5.8,12137,1911,52.0,5.9,71623,3090,(X),(X),663,318,0.9,0.4,56335,2808,78.7,1.9,14625,1548,20.4,2.0,53264,2487,(X),(X),0,174,0.0,0.2,50893,2374,95.5,1.2,2371,677,4.5,1.2
0500000US42133,42133,"York County, Pennsylvania",169885,2322,(X),(X),147803,3086,87.0,1.2,129272,3312,76.1,1.6,17657,1460,10.4,0.9,121357,3108,71.4,1.3,11710,1956,6.9,1.1,88734,3414,52.2,1.9,1744,627,1.0,0.4,4100,1040,2.4,0.6,0,174,0.0,0.1,22082,1960,13.0,1.2,139459,2857,82.1,1.2,1487,555,0.9,0.3,137972,2950,81.2,1.2,112943,3299,66.5,1.6,19697,2269,11.6,1.3,112996,3234,66.5,1.6,8066,1322,4.7,0.8,30426,2012,17.9,1.2,20748,2312,(X),(X),157,142,0.8,0.7,10803,1283,52.1,5.2,9788,1784,47.2,5.2,82060,3008,(X),(X),931,430,1.1,0.5,63429,2985,77.3,2.1,17700,1744,21.6,2.0,67077,3097,(X),(X),399,262,0.6,0.4,63740,2937,95.0,1.5,2938,920,4.4,1.3
0500000US44003,44003,"Kent County, Rhode Island",67747,1646,(X),(X),60608,2097,89.5,1.9,55761,2367,82.3,2.7,6535,1351,9.6,2.0,48931,2276,72.2,2.7,2573,1120,3.8,1.6,42981,2393,63.4,3.1,715,327,1.1,0.5,1746,615,2.6,0.9,0,208,0.0,0.3,7139,1264,10.5,1.9,58440,1867,86.3,2.0,164,156,0.2,0.2,58276,1866,86.0,2.0,47522,2098,70.1,2.8,3769,951,5.6,1.4,53615,1956,79.1,2.4,1645,759,2.4,1.1,9307,1406,13.7,2.0,9304,1736,(X),(X),35,59,0.4,0.7,5220,1401,56.1,9.6,4049,1099,43.5,9.6,29105,2489,(X),(X),70,116,0.2,0.4,24717,2465,84.9,3.8,4318,1135,14.8,3.8,29338,2104,(X),(X),59,102,0.2,0.3,28339,2171,96.6,1.7,940,485,3.2,1.7
0500000US44005,44005,"Newport County, Rhode Island",35078,1398,(X),(X),32086,1536,91.5,2.5,28138,1716,80.2,3.7,2972,791,8.5,2.3,27122,1682,77.3,3.2,1925,771,5.5,2.2,21557,1512,61.5,3.5,407,330,1.2,0.9,1173,505,3.3,1.4,55,88,0.2,0.3,2992,875,8.5,2.5,30394,1572,86.6,3.0,89,105,0.3,0.3,30305,1572,86.4,3.0,25872,1565,73.8,3.4,2149,738,6.1,2.1,27864,1696,79.4,3.5,1375,482,3.9,1.4,4684,1061,13.4,3.0,4064,1016,(X),(X),0,208,0.0,4.3,2637,902,64.9,11.5,1427,517,35.1,11.5,13913,1482,(X),(X),34,57,0.2,0.4,11465,1522,82.4,6.0,2414,861,17.4,6.0,17101,1317,(X),(X),55,88,0.3,0.5,16203,1323,94.7,1.9,843,307,4.9,1.8
0500000US44007,44007,"Providence County, Rhode Island",235728,3084,(X),(X),203731,3000,86.4,1.0,172077,3803,73.0,1.5,18947,1792,8.0,0.7,171399,3245,72.7,1.2,18063,2679,7.7,1.1,132502,3635,56.2,1.6,3427,916,1.5,0.4,5212,1147,2.2,0.5,65,108,0.0,0.1,31997,2462,13.6,1.0,188969,3178,80.2,1.2,377,273,0.2,0.1,188592,3151,80.0,1.2,157379,2978,66.8,1.2,23091,2507,9.8,1.0,162307,3686,68.9,1.5,5277,1115,2.2,0.5,46759,3016,19.8,1.2,47911,3309,(X),(X),43,72,0.1,0.2,26059,2456,54.4,3.4,21809,2214,45.5,3.4,103919,3641,(X),(X),232,202,0.2,0.2,83435,3494,80.3,1.9,20252,2109,19.5,1.9,83898,3166,(X),(X),102,125,0.1,0.1,79098,3048,94.3,1.3,4698,1084,5.6,1.2
0500000US44009,44009,"Washington County, Rhode Island",50368,1679,(X),(X),45315,1861,90.0,1.9,42621,1955,84.6,2.6,5835,904,11.6,1.8,37029,1930,73.5,2.6,1565,774,3.1,1.5,31253,2285,62.0,3.9,505,305,1.0,0.6,1935,803,3.8,1.6,0,208,0.0,0.4,5053,944,10.0,1.9,44111,1914,87.6,2.2,73,94,0.1,0.2,44038,1916,87.4,2.2,35195,2140,69.9,3.3,3357,1083,6.7,2.1,39943,2030,79.3,2.9,1994,677,4.0,1.3,6257,1086,12.4,2.2,6149,1258,(X),(X),0,208,0.0,2.9,4035,1040,65.6,9.1,2114,671,34.4,9.1,18384,1602,(X),(X),58,90,0.3,0.5,15064,1594,81.9,4.2,3262,781,17.7,4.1,25835,1705,(X),(X),15,27,0.1,0.1,24939,1641,96.5,1.9,881,515,3.4,1.9
0500000US45003,45003,"Aiken County, South Carolina",66751,1992,(X),(X),58942,2115,88.3,2.3,47687,2273,71.4,3.1,5030,1022,7.5,1.6,50466,2252,75.6,2.7,8036,1586,12.0,2.3,31689,2342,47.5,3.4,627,339,0.9,0.5,1192,545,1.8,0.8,0,207,0.0,0.3,7809,1555,11.7,2.3,52596,2069,78.8,2.5,358,285,0.5,0.4,52238,2106,78.3,2.6,46047,2042,69.0,2.5,10091,1714,15.1,2.5,40418,2112,60.6,3.1,3593,930,5.4,1.4,14155,1837,21.2,2.5,13694,1833,(X),(X),44,75,0.3,0.6,6981,1542,51.0,7.9,6669,1288,48.7,7.9,34222,2829,(X),(X),314,259,0.9,0.8,27205,2604,79.5,3.5,6703,1328,19.6,3.5,18835,1789,(X),(X),0,207,0.0,0.9,18052,1784,95.8,2.7,783,508,4.2,2.7
0500000US45007,45007,"Anderson County, South Carolina",75432,2178,(X),(X),65215,2395,86.5,1.9,50708,2398,67.2,2.9,5594,1136,7.4,1.5,55289,2569,73.3,2.4,9489,1811,12.6,2.3,39067,2397,51.8,2.8,1274,508,1.7,0.7,1874,735,2.5,1.0,0,207,0.0,0.2,10217,1441,13.5,1.9,55916,2641,74.1,2.6,125,117,0.2,0.2,55791,2645,74.0,2.6,47543,3011,63.0,3.2,10456,1519,13.9,1.9,42687,2270,56.6,2.6,4499,914,6.0,1.2,19516,2036,25.9,2.6,14931,1954,(X),(X),0,207,0.0,1.2,7119,1467,47.7,6.9,7812,1362,52.3,6.9,40143,2334,(X),(X),91,103,0.2,0.3,29590,2415,73.7,4.6,10462,2007,26.1,4.6,20358,2260,(X),(X),34,57,0.2,0.3,19082,2212,93.7,3.2,1242,679,6.1,3.2
0500000US45013,45013,"Beaufort County, South Carolina",67932,2595,(X),(X),63124,2806,92.9,2.1,54965,2682,80.9,2.8,4747,1184,7.0,1.8,53617,2929,78.9,2.9,4750,1206,7.0,1.7,44263,2867,65.2,3.3,750,416,1.1,0.6,5062,1328,7.5,1.9,0,207,0.0,0.3,4808,1464,7.1,2.1,56998,2637,83.9,2.7,308,244,0.5,0.4,56690,2578,83.5,2.6,49510,2429,72.9,2.8,6301,1363,9.3,1.9,48467,2445,71.3,3.3,4643,1069,6.8,1.5,10934,1952,16.1,2.7,7578,1663,(X),(X),57,93,0.8,1.3,3989,1004,52.6,11.0,3532,1307,46.6,11.3,31033,2480,(X),(X),218,192,0.7,0.6,25752,2385,83.0,4.1,5063,1374,16.3,4.1,29321,1985,(X),(X),33,59,0.1,0.2,26949,1833,91.9,3.0,2339,919,8.0,3.0
0500000US45015,45015,"Berkeley County, South Carolina",75202,1439,(X),(X),67608,2046,89.9,2.0,56658,2326,75.3,2.8,3885,775,5.2,1.0,60424,2084,80.3,2.1,5895,1293,7.8,1.7,46224,2431,61.5,3.0,968,610,1.3,0.8,1576,510,2.1,0.7,0,207,0.0,0.2,7594,1481,10.1,2.0,62550,2399,83.2,2.8,134,164,0.2,0.2,62416,2394,83.0,2.8,55450,2100,73.7,2.5,7473,1358,9.9,1.8,53748,2354,71.5,2.9,3836,788,5.1,1.1,12652,2137,16.8,2.8,9532,1476,(X),(X),62,106,0.7,1.1,5619,1092,58.9,8.6,3851,1090,40.4,8.7,35928,2432,(X),(X),72,118,0.2,0.3,28986,2313,80.7,3.9,6870,1481,19.1,3.8,29742,1803,(X),(X),0,207,0.0,0.6,27811,1837,93.5,3.3,1931,1000,6.5,3.3
0500000US45019,45019,"Charleston County, South Carolina",156836,3103,(X),(X),142107,3252,90.6,1.1,121384,3736,77.4,1.8,14212,2030,9.1,1.3,122283,3450,78.0,1.6,13645,1905,8.7,1.2,82222,3289,52.4,2.1,1648,523,1.1,0.3,4404,1311,2.8,0.8,128,128,0.1,0.1,14729,1798,9.4,1.1,122472,3810,78.1,1.9,428,216,0.3,0.1,122044,3769,77.8,1.9,107193,3564,68.3,1.9,18603,2471,11.9,1.5,99286,3514,63.3,2.0,7029,1267,4.5,0.8,34364,3032,21.9,1.9,31241,2807,(X),(X),229,188,0.7,0.6,15593,2165,49.9,4.8,15419,1996,49.4,4.9,64798,3635,(X),(X),89,64,0.1,0.1,49811,3345,76.9,3.0,14898,2126,23.0,3.0,60797,3046,(X),(X),110,127,0.2,0.2,56640,2879,93.2,1.9,4047,1200,6.7,1.9
0500000US45031,45031,"Darlington County, South Carolina",25924,1169,(X),(X),19112,1512,73.7,4.0,14682,1491,56.6,4.6,1606,554,6.2,2.1,15856,1469,61.2,4.4,2463,743,9.5,2.8,11427,1486,44.1,5.1,608,301,2.3,1.2,325,222,1.3,0.9,0,207,0.0,0.7,6812,1007,26.3,4.0,17818,1504,68.7,4.3,141,190,0.5,0.7,17677,1516,68.2,4.3,10738,1363,41.4,4.9,3827,832,14.8,3.1,12727,1528,49.1,5.0,1634,534,6.3,2.0,8106,1080,31.3,4.3,6106,1268,(X),(X),0,207,0.0,2.9,2735,813,44.8,8.8,3371,849,55.2,8.8,13359,1721,(X),(X),67,119,0.5,0.9,9363,1592,70.1,7.2,3929,1031,29.4,7.1,6459,1046,(X),(X),74,141,1.1,2.2,5579,1002,86.4,6.0,806,415,12.5,6.2
0500000US45035,45035,"Dorchester County, South Carolina",55324,1276,(X),(X),50741,1597,91.7,2.0,44588,1696,80.6,2.8,4636,1044,8.4,1.9,43638,1776,78.9,2.5,3471,1161,6.3,2.1,32617,2078,59.0,3.4,777,475,1.4,0.9,1393,599,2.5,1.1,0,207,0.0,0.3,4583,1127,8.3,2.0,44763,2013,80.9,3.2,206,190,0.4,0.3,44557,2034,80.5,3.2,38916,1984,70.3,3.4,6494,1573,11.7,2.8,36032,2064,65.1,3.5,3969,1049,7.2,1.9,10561,1809,19.1,3.2,6935,1475,(X),(X),0,207,0.0,2.5,4356,1139,62.8,10.2,2579,914,37.2,10.2,29290,1936,(X),(X),206,190,0.7,0.7,21955,1965,75.0,4.9,7129,1540,24.3,4.9,19099,1680,(X),(X),0,207,0.0,0.9,18246,1689,95.5,2.1,853,406,4.5,2.1
0500000US45041,45041,"Florence County, South Carolina",50193,1743,(X),(X),41594,1887,82.9,2.5,34573,1673,68.9,2.9,4274,881,8.5,1.8,34571,1947,68.9,3.1,4991,1254,9.9,2.4,22933,1772,45.7,3.2,551,296,1.1,0.6,545,327,1.1,0.7,0,207,0.0,0.4,8599,1292,17.1,2.5,35089,1761,69.9,3.1,148,168,0.3,0.3,34941,1785,69.6,3.2,24837,1729,49.5,3.6,5797,1217,11.5,2.4,27617,1812,55.0,3.4,2074,621,4.1,1.2,15104,1748,30.1,3.1,11102,1559,(X),(X),0,207,0.0,1.6,4358,945,39.3,7.0,6744,1283,60.7,7.0,24743,2071,(X),(X),148,168,0.6,0.7,17331,2074,70.0,5.1,7264,1266,29.4,4.9,14348,1693,(X),(X),0,207,0.0,1.2,13252,1546,92.4,3.7,1096,568,7.6,3.7
0500000US45045,45045,"Greenville County, South Carolina",187957,2342,(X),(X),165947,3040,88.3,1.1,141110,3362,75.1,1.4,12996,1727,6.9,0.9,145825,3438,77.6,1.4,15504,2198,8.2,1.2,111143,3057,59.1,1.5,1917,681,1.0,0.4,5441,1252,2.9,0.7,41,69,0.0,0.1,22010,2040,11.7,1.1,154179,3386,82.0,1.4,251,189,0.1,0.1,153928,3371,81.9,1.3,135241,3361,72.0,1.5,18904,2285,10.1,1.2,130572,3700,69.5,1.8,10960,1571,5.8,0.8,33778,2520,18.0,1.4,30055,2570,(X),(X),77,97,0.3,0.3,15213,1660,50.6,4.4,14765,1987,49.1,4.4,89178,4100,(X),(X),174,171,0.2,0.2,72742,3874,81.6,2.0,16262,1930,18.2,2.0,68724,3297,(X),(X),0,207,0.0,0.3,65973,3256,96.0,1.3,2751,879,4.0,1.3
0500000US45047,45047,"Greenwood County, South Carolina",27533,1150,(X),(X),22603,1545,82.1,3.8,17525,1486,63.7,4.3,2626,754,9.5,2.7,18107,1800,65.8,5.6,2575,770,9.4,2.7,13306,1492,48.3,5.3,735,613,2.7,2.2,438,237,1.6,0.8,0,207,0.0,0.6,4930,1030,17.9,3.8,18731,1704,68.0,5.4,41,55,0.1,0.2,18690,1703,67.9,5.4,10908,1645,39.6,5.7,3094,1128,11.2,4.0,14592,1650,53.0,5.5,1298,534,4.7,1.9,8802,1506,32.0,5.4,7040,1324,(X),(X),0,207,0.0,2.5,3361,1124,47.7,12.2,3679,1035,52.3,12.2,14517,1687,(X),(X),41,55,0.3,0.4,10096,1666,69.5,6.9,4380,1042,30.2,6.9,5976,1036,(X),(X),0,207,0.0,2.9,5233,988,87.6,7.1,743,449,12.4,7.1
0500000US45051,45051,"Horry County, South Carolina",125562,3301,(X),(X),115574,3199,92.0,1.1,97124,3302,77.4,1.6,11445,1496,9.1,1.2,96910,3376,77.2,1.7,10751,1518,8.6,1.2,69823,2557,55.6,1.7,1407,500,1.1,0.4,5946,1213,4.7,0.9,0,207,0.0,0.1,9988,1436,8.0,1.1,106271,3299,84.6,1.6,483,282,0.4,0.2,105788,3268,84.3,1.6,91474,3459,72.9,2.0,12538,1849,10.0,1.5,90146,3348,71.8,1.9,4898,1020,3.9,0.8,19291,2165,15.4,1.6,22367,1933,(X),(X),183,169,0.8,0.8,14332,1707,64.1,4.7,7852,1227,35.1,4.9,68349,3730,(X),(X),300,239,0.4,0.3,58058,3405,84.9,2.2,9991,1669,14.6,2.3,34846,2736,(X),(X),0,207,0.0,0.5,33398,2627,95.8,1.8,1448,656,4.2,1.8
0500000US45057,45057,"Lancaster County, South Carolina",32630,1216,(X),(X),28327,1469,86.8,2.9,25186,1548,77.2,3.6,4036,1053,12.4,3.2,22982,1551,70.4,3.8,1722,836,5.3,2.6,18009,1655,55.2,4.5,59,100,0.2,0.3,1997,984,6.1,3.0,0,207,0.0,0.5,4303,936,13.2,2.9,25754,1552,78.9,3.6,82,102,0.3,0.3,25672,1556,78.7,3.7,18775,1552,57.5,4.3,2677,935,8.2,2.8,22473,1562,68.9,4.2,1232,575,3.8,1.7,6876,1211,21.1,3.6,5239,1094,(X),(X),0,207,0.0,3.3,2455,703,46.9,10.5,2784,847,53.1,10.5,15734,1768,(X),(X),82,102,0.5,0.7,11948,1602,75.9,6.1,3704,1086,23.5,6.2,11657,1476,(X),(X),0,207,0.0,1.5,11269,1494,96.7,2.7,388,315,3.3,2.7
0500000US45059,45059,"Laurens County, South Carolina",24805,1232,(X),(X),20927,1268,84.4,2.8,16193,1128,65.3,3.9,2739,711,11.0,2.8,17090,1204,68.9,3.6,2921,878,11.8,3.4,12163,1234,49.0,4.2,362,260,1.5,1.0,483,271,1.9,1.1,40,64,0.2,0.3,3878,726,15.6,2.8,18082,1343,72.9,4.3,248,197,1.0,0.8,17834,1302,71.9,4.2,13682,1271,55.2,4.7,3010,739,12.1,3.0,13811,1212,55.7,3.8,1486,458,6.0,1.8,6723,1149,27.1,4.3,5283,828,(X),(X),15,27,0.3,0.5,2950,806,55.8,11.6,2318,673,43.9,11.5,13172,1243,(X),(X),156,154,1.2,1.2,9560,1276,72.6,6.5,3456,890,26.2,6.4,6350,957,(X),(X),77,134,1.2,2.1,5324,883,83.8,7.8,949,531,14.9,7.8
0500000US45063,45063,"Lexington County, South Carolina",110146,2037,(X),(X),99644,2400,90.5,1.3,84558,2758,76.8,2.0,8628,1049,7.8,1.0,86663,2635,78.7,1.7,9046,1519,8.2,1.4,66791,2983,60.6,2.3,1068,379,1.0,0.3,4794,1090,4.4,1.0,57,93,0.1,0.1,10502,1442,9.5,1.3,92281,2569,83.8,1.8,567,294,0.5,0.3,91714,2562,83.3,1.8,79907,2705,72.5,1.9,13415,2001,12.2,1.8,75098,3011,68.2,2.3,5825,973,5.3,0.9,17865,2015,16.2,1.8,16688,1866,(X),(X),37,61,0.2,0.4,9902,1362,59.3,5.5,6749,1256,40.4,5.6,51180,2520,(X),(X),460,289,0.9,0.6,42584,2620,83.2,2.7,8136,1432,15.9,2.7,42278,2348,(X),(X),70,84,0.2,0.2,39228,2468,92.8,2.3,2980,959,7.0,2.3
0500000US45073,45073,"Oconee County, South Carolina",31498,1248,(X),(X),26752,1494,84.9,3.5,21480,1679,68.2,4.9,2677,841,8.5,2.6,21796,1515,69.2,4.1,3485,1046,11.1,3.2,16973,1440,53.9,4.6,297,255,0.9,0.8,435,304,1.4,1.0,0,207,0.0,0.6,4746,1110,15.1,3.5,23503,1483,74.6,4.0,295,229,0.9,0.7,23208,1493,73.7,4.1,19817,1397,62.9,3.9,5298,1039,16.8,3.3,16469,1448,52.3,4.4,1989,657,6.3,2.1,7995,1343,25.4,4.0,6479,1464,(X),(X),0,207,0.0,2.7,3410,1011,52.6,10.2,3069,963,47.4,10.2,16310,1543,(X),(X),167,165,1.0,1.0,11821,1432,72.5,6.5,4322,1176,26.5,6.4,8709,1356,(X),(X),128,151,1.5,1.7,7977,1295,91.6,5.1,604,436,6.9,4.9
0500000US45075,45075,"Orangeburg County, South Carolina",33449,1347,(X),(X),25630,1671,76.6,3.7,19347,1538,57.8,4.3,1679,491,5.0,1.5,22309,1726,66.7,3.8,4927,1179,14.7,3.3,13170,1282,39.4,3.5,468,284,1.4,0.9,1206,686,3.6,2.1,0,207,0.0,0.5,7819,1247,23.4,3.7,22925,1838,68.5,4.2,40,67,0.1,0.2,22885,1838,68.4,4.2,19244,1838,57.5,4.4,9070,1668,27.1,4.6,12003,1398,35.9,4.0,3582,877,10.7,2.6,10524,1393,31.5,4.2,10778,1782,(X),(X),0,207,0.0,1.6,4375,1010,40.6,7.1,6403,1355,59.4,7.1,17283,1611,(X),(X),40,67,0.2,0.4,13628,1655,78.9,5.4,3615,950,20.9,5.4,5388,925,(X),(X),0,207,0.0,3.2,4882,876,90.6,5.7,506,327,9.4,5.7
0500000US45077,45077,"Pickens County, South Carolina",47303,1354,(X),(X),40774,1756,86.2,2.6,35958,1933,76.0,3.2,2540,731,5.4,1.5,36112,1896,76.3,3.2,2159,672,4.6,1.4,27593,2107,58.3,4.2,419,296,0.9,0.6,1194,457,2.5,1.0,39,66,0.1,0.1,6529,1231,13.8,2.6,37581,1742,79.4,2.8,317,207,0.7,0.4,37264,1778,78.8,2.8,31525,2054,66.6,3.8,4402,986,9.3,2.1,30925,1936,65.4,3.6,4297,880,9.1,1.8,9722,1318,20.6,2.8,9489,1387,(X),(X),191,189,2.0,2.0,5568,1167,58.7,8.6,3730,952,39.3,8.4,24020,1804,(X),(X),32,54,0.1,0.2,19155,1771,79.7,3.4,4833,855,20.1,3.5,13794,1543,(X),(X),94,119,0.7,0.9,12541,1641,90.9,5.4,1159,731,8.4,5.3
0500000US45079,45079,"Richland County, South Carolina",153376,2566,(X),(X),142443,2883,92.9,1.0,119767,3387,78.1,1.7,8031,1319,5.2,0.9,127459,3075,83.1,1.3,13352,1899,8.7,1.2,97352,3590,63.5,2.2,1848,640,1.2,0.4,14805,2758,9.7,1.8,0,207,0.0,0.1,10933,1460,7.1,1.0,126295,3354,82.3,1.7,419,245,0.3,0.2,125876,3412,82.1,1.7,111099,3685,72.4,1.9,13240,1869,8.6,1.2,108163,3591,70.5,2.0,15053,2447,9.8,1.6,27081,2564,17.7,1.7,25329,2713,(X),(X),108,106,0.4,0.4,15322,2165,60.5,4.4,9899,1370,39.1,4.4,77078,4095,(X),(X),283,215,0.4,0.3,63505,4266,82.4,2.6,13290,1959,17.2,2.5,50969,3439,(X),(X),28,48,0.1,0.1,47049,3248,92.3,2.6,3892,1362,7.6,2.5
0500000US45083,45083,"Spartanburg County, South Carolina",113463,2259,(X),(X),98008,2604,86.4,1.6,81545,2766,71.9,2.0,8761,1301,7.7,1.2,82864,2739,73.0,1.9,9343,1520,8.2,1.3,62206,2637,54.8,2.1,1600,657,1.4,0.6,3398,1032,3.0,0.9,70,84,0.1,0.1,15455,1841,13.6,1.6,88887,2809,78.3,1.8,436,250,0.4,0.2,88451,2824,78.0,1.8,74492,2834,65.7,2.1,16304,1857,14.4,1.6,68122,2802,60.0,2.0,8711,1193,7.7,1.1,24576,2095,21.7,1.8,21082,2227,(X),(X),71,114,0.3,0.5,11346,1636,53.8,5.6,9665,1594,45.8,5.5,61559,2901,(X),(X),287,184,0.5,0.3,48166,2698,78.2,2.5,13106,1697,21.3,2.5,30822,2397,(X),(X),78,130,0.3,0.4,28939,2348,93.9,2.3,1805,687,5.9,2.2
0500000US45085,45085,"Sumter County, South Carolina",41439,1441,(X),(X),33771,2037,81.5,3.4,28084,1815,67.8,3.4,3514,772,8.5,1.9,27803,1865,67.1,3.2,3100,1107,7.5,2.6,21405,2053,51.7,4.3,316,287,0.8,0.7,1176,510,2.8,1.2,0,207,0.0,0.4,7668,1379,18.5,3.4,30110,1893,72.7,3.6,217,155,0.5,0.4,29893,1881,72.1,3.6,22993,1686,55.5,3.9,3592,809,8.7,1.9,25380,1771,61.2,3.5,1749,561,4.2,1.3,11329,1505,27.3,3.6,10417,1624,(X),(X),69,96,0.7,1.0,4672,1136,44.8,9.6,5676,1429,54.5,9.7,21934,1842,(X),(X),148,146,0.7,0.7,16812,1656,76.6,4.2,4974,1031,22.7,4.2,9088,1151,(X),(X),0,207,0.0,1.9,8409,1099,92.5,4.8,679,458,7.5,4.8
0500000US45091,45091,"York County, South Carolina",98128,1665,(X),(X),90522,2102,92.2,1.5,79103,2546,80.6,2.2,5552,1208,5.7,1.2,80872,2340,82.4,1.9,7232,1475,7.4,1.5,60756,2650,61.9,2.6,603,282,0.6,0.3,10030,1993,10.2,2.0,0,207,0.0,0.2,7606,1427,7.8,1.5,85432,2176,87.1,1.7,125,153,0.1,0.2,85307,2194,86.9,1.7,77738,2269,79.2,2.0,14706,2016,15.0,2.1,67491,2665,68.8,2.3,5561,1144,5.7,1.2,12696,1646,12.9,1.7,14312,1632,(X),(X),0,207,0.0,1.2,8605,1250,60.1,6.6,5707,1216,39.9,6.6,43676,2690,(X),(X),49,82,0.1,0.2,38217,2724,87.5,2.4,5410,1069,12.4,2.5,40140,2444,(X),(X),76,126,0.2,0.3,38485,2230,95.9,1.6,1579,662,3.9,1.6
